"Sex","Age","Time","Value"
"Males","Population (hist&proj) 55-59, persons","2012",2814.044
"Males","Population (hist&proj) 55-59, persons","2013",2878.529
"Males","Population (hist&proj) 55-59, persons","2014",2957.139
"Males","Population (hist&proj) 55-59, persons","2015",3047.417
"Males","Population (hist&proj) 55-59, persons","2016",3142.763
"Males","Population (hist&proj) 55-59, persons","2017",3237.636
"Males","Population (hist&proj) 55-59, persons","2018",3337.48
"Males","Population (hist&proj) 55-59, persons","2019",3430.447
"Males","Population (hist&proj) 55-59, persons","2020",3495.208
"Males","Population (hist&proj) 55-59, persons","2021",3532.216
"Males","Population (hist&proj) 55-59, persons","2022",3540.388
"Males","Population (hist&proj) 55-59, persons","2023",3512.957
"Males","Population (hist&proj) 55-59, persons","2024",3448.998
"Males","Population (hist&proj) 55-59, persons","2025",3351.174
"Males","Population (hist&proj) 55-59, persons","2026",3226.841
"Males","Population (hist&proj) 55-59, persons","2027",3075.882
"Males","Population (hist&proj) 55-59, persons","2028",2893.9
"Males","Population (hist&proj) 55-59, persons","2029",2709.908
"Males","Population (hist&proj) 55-59, persons","2030",2557.79
"Males","Population (hist&proj) 55-59, persons","2031",2444.289
"Males","Population (hist&proj) 55-59, persons","2032",2379.789
"Males","Population (hist&proj) 55-59, persons","2033",2369.389
"Males","Population (hist&proj) 55-59, persons","2034",2388.68
"Males","Population (hist&proj) 55-59, persons","2035",2426.986
"Males","Population (hist&proj) 55-59, persons","2036",2471.344
"Males","Population (hist&proj) 55-59, persons","2037",2506.021
"Males","Population (hist&proj) 55-59, persons","2038",2530.057
"Males","Population (hist&proj) 55-59, persons","2039",2541.236
"Males","Population (hist&proj) 55-59, persons","2040",2537.275
"Males","Population (hist&proj) 55-59, persons","2041",2532.669
"Males","Population (hist&proj) 55-59, persons","2042",2541.918
"Males","Population (hist&proj) 55-59, persons","2043",2565.868
"Males","Population (hist&proj) 55-59, persons","2044",2596.024
"Males","Population (hist&proj) 55-59, persons","2045",2624.486
"Males","Population (hist&proj) 55-59, persons","2046",2627.266
"Males","Population (hist&proj) 55-59, persons","2047",2588.651
"Males","Population (hist&proj) 55-59, persons","2048",2528.566
"Males","Population (hist&proj) 55-59, persons","2049",2458.819
"Males","Population (hist&proj) 55-59, persons","2050",2382.862
"Females","Population (hist&proj) 55-59, persons","1950",2242
"Females","Population (hist&proj) 55-59, persons","1951",2312.32
"Females","Population (hist&proj) 55-59, persons","1952",2373.4
"Females","Population (hist&proj) 55-59, persons","1953",2432.216
"Females","Population (hist&proj) 55-59, persons","1954",2487.066
"Females","Population (hist&proj) 55-59, persons","1955",2537.194
"Females","Population (hist&proj) 55-59, persons","1956",2574.728
"Females","Population (hist&proj) 55-59, persons","1957",2627.191
"Females","Population (hist&proj) 55-59, persons","1958",2681.821
"Females","Population (hist&proj) 55-59, persons","1959",2720.349
"Females","Population (hist&proj) 55-59, persons","1960",2761.261
"Females","Population (hist&proj) 55-59, persons","1961",2800.078
"Females","Population (hist&proj) 55-59, persons","1962",2834.919
"Females","Population (hist&proj) 55-59, persons","1963",2875.649
"Females","Population (hist&proj) 55-59, persons","1964",2917.587
"Females","Population (hist&proj) 55-59, persons","1965",2943.829
"Females","Population (hist&proj) 55-59, persons","1966",2943.389
"Females","Population (hist&proj) 55-59, persons","1967",2930.024
"Females","Population (hist&proj) 55-59, persons","1968",2913.437
"Females","Population (hist&proj) 55-59, persons","1969",2875
"Females","Population (hist&proj) 55-59, persons","1970",2769.133
"Females","Population (hist&proj) 55-59, persons","1971",2563.58
"Females","Population (hist&proj) 55-59, persons","1972",2290.771
"Females","Population (hist&proj) 55-59, persons","1973",2003.046
"Females","Population (hist&proj) 55-59, persons","1974",1811.059
"Females","Population (hist&proj) 55-59, persons","1975",1833.384
"Females","Population (hist&proj) 55-59, persons","1976",2035.337
"Females","Population (hist&proj) 55-59, persons","1977",2283.12
"Females","Population (hist&proj) 55-59, persons","1978",2507.699
"Females","Population (hist&proj) 55-59, persons","1979",2637.747
"Females","Population (hist&proj) 55-59, persons","1980",2631.79
"Females","Population (hist&proj) 55-59, persons","1981",2558.572
"Females","Population (hist&proj) 55-59, persons","1982",2487.669
"Females","Population (hist&proj) 55-59, persons","1983",2445.354
"Females","Population (hist&proj) 55-59, persons","1984",2420.865
"Females","Population (hist&proj) 55-59, persons","1985",2391.738
"Females","Population (hist&proj) 55-59, persons","1986",2353.667
"Females","Population (hist&proj) 55-59, persons","1987",2309.058
"Females","Population (hist&proj) 55-59, persons","1988",2259.373
"Females","Population (hist&proj) 55-59, persons","1989",2255.175
"Females","Population (hist&proj) 55-59, persons","1990",2315.731
"Females","Population (hist&proj) 55-59, persons","1991",2409.425
"Females","Population (hist&proj) 55-59, persons","1992",2533.911
"Females","Population (hist&proj) 55-59, persons","1993",2689.08
"Females","Population (hist&proj) 55-59, persons","1994",2836.49
"Females","Population (hist&proj) 55-59, persons","1995",2944.271
"Females","Population (hist&proj) 55-59, persons","1996",3012.983
"Females","Population (hist&proj) 55-59, persons","1997",2995.728
"Females","Population (hist&proj) 55-59, persons","1998",2907.88
"Females","Population (hist&proj) 55-59, persons","1999",2786.437
"Females","Population (hist&proj) 55-59, persons","2000",2578.506
"Females","Population (hist&proj) 55-59, persons","2001",2347.306
"Females","Population (hist&proj) 55-59, persons","2002",2238.969
"Females","Population (hist&proj) 55-59, persons","2003",2220.03
"Females","Population (hist&proj) 55-59, persons","2004",2234.844
"Females","Population (hist&proj) 55-59, persons","2005",2345.316
"Females","Population (hist&proj) 55-59, persons","2006",2501.632
"Females","Population (hist&proj) 55-59, persons","2007",2611.34
"Females","Population (hist&proj) 55-59, persons","2008",2683.666
"Females","Population (hist&proj) 55-59, persons","2009",2727.445
"Females","Population (hist&proj) 55-59, persons","2010",2765.76
"Females","Population (hist&proj) 55-59, persons","2011",2793.241
"Females","Population (hist&proj) 55-59, persons","2012",2831.511
"Females","Population (hist&proj) 55-59, persons","2013",2878.061
"Females","Population (hist&proj) 55-59, persons","2014",2940.476
"Females","Population (hist&proj) 55-59, persons","2015",3020.056
"Females","Population (hist&proj) 55-59, persons","2016",3109.783
"Females","Population (hist&proj) 55-59, persons","2017",3199.023
"Females","Population (hist&proj) 55-59, persons","2018",3290.212
"Females","Population (hist&proj) 55-59, persons","2019",3371.915
"Females","Population (hist&proj) 55-59, persons","2020",3423.202
"Females","Population (hist&proj) 55-59, persons","2021",3448.728
"Females","Population (hist&proj) 55-59, persons","2022",3453.309
"Females","Population (hist&proj) 55-59, persons","2023",3428.653
"Females","Population (hist&proj) 55-59, persons","2024",3370.424
"Females","Population (hist&proj) 55-59, persons","2025",3282.151
"Females","Population (hist&proj) 55-59, persons","2026",3169.238
"Females","Population (hist&proj) 55-59, persons","2027",3028.77
"Females","Population (hist&proj) 55-59, persons","2028",2858.647
"Females","Population (hist&proj) 55-59, persons","2029",2687.786
"Females","Population (hist&proj) 55-59, persons","2030",2545.778
"Females","Population (hist&proj) 55-59, persons","2031",2438.655
"Females","Population (hist&proj) 55-59, persons","2032",2378.356
"Females","Population (hist&proj) 55-59, persons","2033",2369.871
"Females","Population (hist&proj) 55-59, persons","2034",2390.075
"Females","Population (hist&proj) 55-59, persons","2035",2431.033
"Females","Population (hist&proj) 55-59, persons","2036",2478.343
"Females","Population (hist&proj) 55-59, persons","2037",2512.305
"Females","Population (hist&proj) 55-59, persons","2038",2532.804
"Females","Population (hist&proj) 55-59, persons","2039",2537.91
"Females","Population (hist&proj) 55-59, persons","2040",2525.067
"Females","Population (hist&proj) 55-59, persons","2041",2510.637
"Females","Population (hist&proj) 55-59, persons","2042",2510.568
"Females","Population (hist&proj) 55-59, persons","2043",2527.147
"Females","Population (hist&proj) 55-59, persons","2044",2553.631
"Females","Population (hist&proj) 55-59, persons","2045",2580.276
"Females","Population (hist&proj) 55-59, persons","2046",2581.745
"Females","Population (hist&proj) 55-59, persons","2047",2544.889
"Females","Population (hist&proj) 55-59, persons","2048",2486.875
"Females","Population (hist&proj) 55-59, persons","2049",2416.593
"Females","Population (hist&proj) 55-59, persons","2050",2340.647
"All persons","Population (hist&proj) 55-59, persons","1950",3860
"All persons","Population (hist&proj) 55-59, persons","1951",3980.162
"All persons","Population (hist&proj) 55-59, persons","1952",4091.728
"All persons","Population (hist&proj) 55-59, persons","1953",4216.116
"All persons","Population (hist&proj) 55-59, persons","1954",4354.299
"All persons","Population (hist&proj) 55-59, persons","1955",4503.831
"All persons","Population (hist&proj) 55-59, persons","1956",4627.353
"All persons","Population (hist&proj) 55-59, persons","1957",4772.405
"All persons","Population (hist&proj) 55-59, persons","1958",4916.623
"All persons","Population (hist&proj) 55-59, persons","1959",5010.35
"All persons","Population (hist&proj) 55-59, persons","1960",5088.501
"All persons","Population (hist&proj) 55-59, persons","1961",5131.926
"All persons","Population (hist&proj) 55-59, persons","1962",5150.094
"All persons","Population (hist&proj) 55-59, persons","1963",5172.981
"All persons","Population (hist&proj) 55-59, persons","1964",5188.502
"All persons","Population (hist&proj) 55-59, persons","1965",5169.147
"All persons","Population (hist&proj) 55-59, persons","1966",5115.638
"All persons","Population (hist&proj) 55-59, persons","1967",5056.448
"All persons","Population (hist&proj) 55-59, persons","1968",4996.328
"All persons","Population (hist&proj) 55-59, persons","1969",4900.422
"All persons","Population (hist&proj) 55-59, persons","1970",4696.487
"All persons","Population (hist&proj) 55-59, persons","1971",4332.86
"All persons","Population (hist&proj) 55-59, persons","1972",3856.209
"All persons","Population (hist&proj) 55-59, persons","1973",3360.837
"All persons","Population (hist&proj) 55-59, persons","1974",3035.512
"All persons","Population (hist&proj) 55-59, persons","1975",3070.449
"All persons","Population (hist&proj) 55-59, persons","1976",3403.863
"All persons","Population (hist&proj) 55-59, persons","1977",3817.509
"All persons","Population (hist&proj) 55-59, persons","1978",4191.583
"All persons","Population (hist&proj) 55-59, persons","1979",4408.452
"All persons","Population (hist&proj) 55-59, persons","1980",4423.149
"All persons","Population (hist&proj) 55-59, persons","1981",4355.402
"All persons","Population (hist&proj) 55-59, persons","1982",4315.134
"All persons","Population (hist&proj) 55-59, persons","1983",4359.197
"All persons","Population (hist&proj) 55-59, persons","1984",4451.277
"All persons","Population (hist&proj) 55-59, persons","1985",4518.054
"All persons","Population (hist&proj) 55-59, persons","1986",4539.479
"All persons","Population (hist&proj) 55-59, persons","1987",4527.754
"All persons","Population (hist&proj) 55-59, persons","1988",4471.627
"All persons","Population (hist&proj) 55-59, persons","1989",4478.261
"All persons","Population (hist&proj) 55-59, persons","1990",4610.648
"All persons","Population (hist&proj) 55-59, persons","1991",4804.077
"All persons","Population (hist&proj) 55-59, persons","1992",5056.761
"All persons","Population (hist&proj) 55-59, persons","1993",5368.551
"All persons","Population (hist&proj) 55-59, persons","1994",5662.651
"All persons","Population (hist&proj) 55-59, persons","1995",5878.797
"All persons","Population (hist&proj) 55-59, persons","1996",6018.47
"All persons","Population (hist&proj) 55-59, persons","1997",5985.8
"All persons","Population (hist&proj) 55-59, persons","1998",5811.401
"All persons","Population (hist&proj) 55-59, persons","1999",5568.823
"All persons","Population (hist&proj) 55-59, persons","2000",5150.374
"All persons","Population (hist&proj) 55-59, persons","2001",4686.005
"All persons","Population (hist&proj) 55-59, persons","2002",4467.742
"All persons","Population (hist&proj) 55-59, persons","2003",4428.231
"All persons","Population (hist&proj) 55-59, persons","2004",4457.783
"All persons","Population (hist&proj) 55-59, persons","2005",4675.944
"All persons","Population (hist&proj) 55-59, persons","2006",4980.453
"All persons","Population (hist&proj) 55-59, persons","2007",5189.241
"All persons","Population (hist&proj) 55-59, persons","2008",5321.625
"All persons","Population (hist&proj) 55-59, persons","2009",5398.064
"All persons","Population (hist&proj) 55-59, persons","2010",5486.742
"All persons","Population (hist&proj) 55-59, persons","2011",5553.28
"All persons","Population (hist&proj) 55-59, persons","2012",5645.555
"All persons","Population (hist&proj) 55-59, persons","2013",5756.59
"All persons","Population (hist&proj) 55-59, persons","2014",5897.615
"All persons","Population (hist&proj) 55-59, persons","2015",6067.473
"All persons","Population (hist&proj) 55-59, persons","2016",6252.546
"All persons","Population (hist&proj) 55-59, persons","2017",6436.659
"All persons","Population (hist&proj) 55-59, persons","2018",6627.692
"All persons","Population (hist&proj) 55-59, persons","2019",6802.362
"All persons","Population (hist&proj) 55-59, persons","2020",6918.41
"All persons","Population (hist&proj) 55-59, persons","2021",6980.944
"All persons","Population (hist&proj) 55-59, persons","2022",6993.697
"All persons","Population (hist&proj) 55-59, persons","2023",6941.61
"All persons","Population (hist&proj) 55-59, persons","2024",6819.422
"All persons","Population (hist&proj) 55-59, persons","2025",6633.325
"All persons","Population (hist&proj) 55-59, persons","2026",6396.079
"All persons","Population (hist&proj) 55-59, persons","2027",6104.652
"All persons","Population (hist&proj) 55-59, persons","2028",5752.547
"All persons","Population (hist&proj) 55-59, persons","2029",5397.694
"All persons","Population (hist&proj) 55-59, persons","2030",5103.568
"All persons","Population (hist&proj) 55-59, persons","2031",4882.944
"All persons","Population (hist&proj) 55-59, persons","2032",4758.145
"All persons","Population (hist&proj) 55-59, persons","2033",4739.26
"All persons","Population (hist&proj) 55-59, persons","2034",4778.755
"All persons","Population (hist&proj) 55-59, persons","2035",4858.019
"All persons","Population (hist&proj) 55-59, persons","2036",4949.687
"All persons","Population (hist&proj) 55-59, persons","2037",5018.326
"All persons","Population (hist&proj) 55-59, persons","2038",5062.861
"All persons","Population (hist&proj) 55-59, persons","2039",5079.146
"All persons","Population (hist&proj) 55-59, persons","2040",5062.342
"All persons","Population (hist&proj) 55-59, persons","2041",5043.306
"All persons","Population (hist&proj) 55-59, persons","2042",5052.486
"All persons","Population (hist&proj) 55-59, persons","2043",5093.015
"All persons","Population (hist&proj) 55-59, persons","2044",5149.655
"All persons","Population (hist&proj) 55-59, persons","2045",5204.762
"All persons","Population (hist&proj) 55-59, persons","2046",5209.011
"All persons","Population (hist&proj) 55-59, persons","2047",5133.54
"All persons","Population (hist&proj) 55-59, persons","2048",5015.441
"All persons","Population (hist&proj) 55-59, persons","2049",4875.412
"All persons","Population (hist&proj) 55-59, persons","2050",4723.509
"Males","Population (hist&proj) 60-64, persons","1950",1435
"Males","Population (hist&proj) 60-64, persons","1951",1454.31
"Males","Population (hist&proj) 60-64, persons","1952",1459.312
"Males","Population (hist&proj) 60-64, persons","1953",1461.976
"Males","Population (hist&proj) 60-64, persons","1954",1471.072
"Males","Population (hist&proj) 60-64, persons","1955",1488.517
"Males","Population (hist&proj) 60-64, persons","1956",1509.053
"Males","Population (hist&proj) 60-64, persons","1957",1550.431
"Males","Population (hist&proj) 60-64, persons","1958",1617.817
"Males","Population (hist&proj) 60-64, persons","1959",1692.437
"Males","Population (hist&proj) 60-64, persons","1960",1779.25
"Males","Population (hist&proj) 60-64, persons","1961",1869.134
"Males","Population (hist&proj) 60-64, persons","1962",1955.547
"Males","Population (hist&proj) 60-64, persons","1963",2022.343
"Males","Population (hist&proj) 60-64, persons","1964",2068.86
"Males","Population (hist&proj) 60-64, persons","1965",2101.326
"Males","Population (hist&proj) 60-64, persons","1966",2106.562
"Males","Population (hist&proj) 60-64, persons","1967",2092.813
"Males","Population (hist&proj) 60-64, persons","1968",2075.51
"Males","Population (hist&proj) 60-64, persons","1969",2050.463
"Males","Population (hist&proj) 60-64, persons","1970",2008.593
"Males","Population (hist&proj) 60-64, persons","1971",1961.633
"Males","Population (hist&proj) 60-64, persons","1972",1924.28
"Males","Population (hist&proj) 60-64, persons","1973",1889.238
"Males","Population (hist&proj) 60-64, persons","1974",1840.921
"Males","Population (hist&proj) 60-64, persons","1975",1752.257
"Males","Population (hist&proj) 60-64, persons","1976",1606.242
"Males","Population (hist&proj) 60-64, persons","1977",1420.077
"Males","Population (hist&proj) 60-64, persons","1978",1231.256
"Males","Population (hist&proj) 60-64, persons","1979",1111.993
"Males","Population (hist&proj) 60-64, persons","1980",1128.486
"Males","Population (hist&proj) 60-64, persons","1981",1252.244
"Males","Population (hist&proj) 60-64, persons","1982",1404.805
"Males","Population (hist&proj) 60-64, persons","1983",1540.466
"Males","Population (hist&proj) 60-64, persons","1984",1618.302
"Males","Population (hist&proj) 60-64, persons","1985",1637.543
"Males","Population (hist&proj) 60-64, persons","1986",1644.646
"Males","Population (hist&proj) 60-64, persons","1987",1685.977
"Males","Population (hist&proj) 60-64, persons","1988",1780.993
"Males","Population (hist&proj) 60-64, persons","1989",1897.134
"Males","Population (hist&proj) 60-64, persons","1990",1995.772
"Males","Population (hist&proj) 60-64, persons","1991",2057.468
"Males","Population (hist&proj) 60-64, persons","1992",2080.181
"Males","Population (hist&proj) 60-64, persons","1993",2064.882
"Males","Population (hist&proj) 60-64, persons","1994",2074.244
"Males","Population (hist&proj) 60-64, persons","1995",2140.323
"Males","Population (hist&proj) 60-64, persons","1996",2234.703
"Males","Population (hist&proj) 60-64, persons","1997",2356.442
"Males","Population (hist&proj) 60-64, persons","1998",2505.014
"Males","Population (hist&proj) 60-64, persons","1999",2646.565
"Males","Population (hist&proj) 60-64, persons","2000",2753.345
"Males","Population (hist&proj) 60-64, persons","2001",2824.687
"Males","Population (hist&proj) 60-64, persons","2002",2814.226
"Males","Population (hist&proj) 60-64, persons","2003",2735.524
"Males","Population (hist&proj) 60-64, persons","2004",2622.51
"Males","Population (hist&proj) 60-64, persons","2005",2424.31
"Males","Population (hist&proj) 60-64, persons","2006",2204.898
"Males","Population (hist&proj) 60-64, persons","2007",2102.234
"Males","Population (hist&proj) 60-64, persons","2008",2083.944
"Males","Population (hist&proj) 60-64, persons","2009",2098.723
"Males","Population (hist&proj) 60-64, persons","2010",2227.683
"Males","Population (hist&proj) 60-64, persons","2011",2372.69
"Males","Population (hist&proj) 60-64, persons","2012",2471.189
"Males","Population (hist&proj) 60-64, persons","2013",2534.353
"Males","Population (hist&proj) 60-64, persons","2014",2574.168
"Males","Population (hist&proj) 60-64, persons","2015",2603.644
"Males","Population (hist&proj) 60-64, persons","2016",2643.11
"Males","Population (hist&proj) 60-64, persons","2017",2696.815
"Males","Population (hist&proj) 60-64, persons","2018",2760.48
"Males","Population (hist&proj) 60-64, persons","2019",2837.67
"Males","Population (hist&proj) 60-64, persons","2020",2926.095
"Males","Population (hist&proj) 60-64, persons","2021",3019.369
"Males","Population (hist&proj) 60-64, persons","2022",3112.181
"Males","Population (hist&proj) 60-64, persons","2023",3209.74
"Males","Population (hist&proj) 60-64, persons","2024",3300.715
"Males","Population (hist&proj) 60-64, persons","2025",3364.597
"Males","Population (hist&proj) 60-64, persons","2026",3401.764
"Males","Population (hist&proj) 60-64, persons","2027",3411.123
"Males","Population (hist&proj) 60-64, persons","2028",3386.198
"Males","Population (hist&proj) 60-64, persons","2029",3326.103
"Males","Population (hist&proj) 60-64, persons","2030",3233.227
"Males","Population (hist&proj) 60-64, persons","2031",3114.672
"Males","Population (hist&proj) 60-64, persons","2032",2970.312
"Males","Population (hist&proj) 60-64, persons","2033",2795.872
"Males","Population (hist&proj) 60-64, persons","2034",2619.488
"Males","Population (hist&proj) 60-64, persons","2035",2473.87
"Males","Population (hist&proj) 60-64, persons","2036",2365.546
"Males","Population (hist&proj) 60-64, persons","2037",2304.476
"Males","Population (hist&proj) 60-64, persons","2038",2295.429
"Males","Population (hist&proj) 60-64, persons","2039",2314.908
"Males","Population (hist&proj) 60-64, persons","2040",2352.74
"Males","Population (hist&proj) 60-64, persons","2041",2396.395
"Males","Population (hist&proj) 60-64, persons","2042",2430.649
"Males","Population (hist&proj) 60-64, persons","2043",2454.546
"Males","Population (hist&proj) 60-64, persons","2044",2465.934
"Males","Population (hist&proj) 60-64, persons","2045",2462.723
"Males","Population (hist&proj) 60-64, persons","2046",2458.997
"Males","Population (hist&proj) 60-64, persons","2047",2468.746
"Males","Population (hist&proj) 60-64, persons","2048",2492.737
"Males","Population (hist&proj) 60-64, persons","2049",2522.639
"Males","Population (hist&proj) 60-64, persons","2050",2550.823
"Females","Population (hist&proj) 60-64, persons","1950",1903
"Females","Population (hist&proj) 60-64, persons","1951",1950.266
"Females","Population (hist&proj) 60-64, persons","1952",1992.036
"Females","Population (hist&proj) 60-64, persons","1953",2034.794
"Females","Population (hist&proj) 60-64, persons","1954",2082.536
"Females","Population (hist&proj) 60-64, persons","1955",2132.793
"Females","Population (hist&proj) 60-64, persons","1956",2184.393
"Females","Population (hist&proj) 60-64, persons","1957",2242.257
"Females","Population (hist&proj) 60-64, persons","1958",2307.067
"Females","Population (hist&proj) 60-64, persons","1959",2362.822
"Females","Population (hist&proj) 60-64, persons","1960",2412.24
"Females","Population (hist&proj) 60-64, persons","1961",2461.954
"Females","Population (hist&proj) 60-64, persons","1962",2517.757
"Females","Population (hist&proj) 60-64, persons","1963",2560.913
"Females","Population (hist&proj) 60-64, persons","1964",2594.019
"Females","Population (hist&proj) 60-64, persons","1965",2629.572
"Females","Population (hist&proj) 60-64, persons","1966",2663.742
"Females","Population (hist&proj) 60-64, persons","1967",2695.4
"Females","Population (hist&proj) 60-64, persons","1968",2734.335
"Females","Population (hist&proj) 60-64, persons","1969",2777.664
"Females","Population (hist&proj) 60-64, persons","1970",2799.669
"Females","Population (hist&proj) 60-64, persons","1971",2794.676
"Females","Population (hist&proj) 60-64, persons","1972",2785.312
"Females","Population (hist&proj) 60-64, persons","1973",2773.813
"Females","Population (hist&proj) 60-64, persons","1974",2741.725
"Females","Population (hist&proj) 60-64, persons","1975",2645.359
"Females","Population (hist&proj) 60-64, persons","1976",2451.013
"Females","Population (hist&proj) 60-64, persons","1977",2189.673
"Females","Population (hist&proj) 60-64, persons","1978",1915.295
"Females","Population (hist&proj) 60-64, persons","1979",1733.643
"Females","Population (hist&proj) 60-64, persons","1980",1758.766
"Females","Population (hist&proj) 60-64, persons","1981",1955.707
"Females","Population (hist&proj) 60-64, persons","1982",2194.972
"Females","Population (hist&proj) 60-64, persons","1983",2410.479
"Females","Population (hist&proj) 60-64, persons","1984",2534.906
"Females","Population (hist&proj) 60-64, persons","1985",2529.68
"Females","Population (hist&proj) 60-64, persons","1986",2460.606
"Females","Population (hist&proj) 60-64, persons","1987",2395.51
"Females","Population (hist&proj) 60-64, persons","1988",2359.977
"Females","Population (hist&proj) 60-64, persons","1989",2343.439
"Females","Population (hist&proj) 60-64, persons","1990",2324.144
"Females","Population (hist&proj) 60-64, persons","1991",2294.533
"Females","Population (hist&proj) 60-64, persons","1992",2257.392
"Females","Population (hist&proj) 60-64, persons","1993",2213.13
"Females","Population (hist&proj) 60-64, persons","1994",2208.288
"Females","Population (hist&proj) 60-64, persons","1995",2264.056
"Females","Population (hist&proj) 60-64, persons","1996",2353.18
"Females","Population (hist&proj) 60-64, persons","1997",2473.278
"Females","Population (hist&proj) 60-64, persons","1998",2622.728
"Females","Population (hist&proj) 60-64, persons","1999",2765.833
"Females","Population (hist&proj) 60-64, persons","2000",2870.686
"Females","Population (hist&proj) 60-64, persons","2001",2937.199
"Females","Population (hist&proj) 60-64, persons","2002",2920.361
"Females","Population (hist&proj) 60-64, persons","2003",2834.487
"Females","Population (hist&proj) 60-64, persons","2004",2714.606
"Females","Population (hist&proj) 60-64, persons","2005",2509.591
"Females","Population (hist&proj) 60-64, persons","2006",2282.088
"Females","Population (hist&proj) 60-64, persons","2007",2175.203
"Females","Population (hist&proj) 60-64, persons","2008",2155.886
"Females","Population (hist&proj) 60-64, persons","2009",2169.439
"Females","Population (hist&proj) 60-64, persons","2010",2303.199
"Females","Population (hist&proj) 60-64, persons","2011",2458.453
"Females","Population (hist&proj) 60-64, persons","2012",2568.614
"Females","Population (hist&proj) 60-64, persons","2013",2642.878
"Females","Population (hist&proj) 60-64, persons","2014",2689.886
"Females","Population (hist&proj) 60-64, persons","2015",2716.092
"Females","Population (hist&proj) 60-64, persons","2016",2744.129
"Females","Population (hist&proj) 60-64, persons","2017",2782.676
"Females","Population (hist&proj) 60-64, persons","2018",2829.291
"Females","Population (hist&proj) 60-64, persons","2019",2891.438
"Females","Population (hist&proj) 60-64, persons","2020",2970.378
"Females","Population (hist&proj) 60-64, persons","2021",3059.218
"Females","Population (hist&proj) 60-64, persons","2022",3147.57
"Females","Population (hist&proj) 60-64, persons","2023",3237.823
"Females","Population (hist&proj) 60-64, persons","2024",3318.783
"Females","Population (hist&proj) 60-64, persons","2025",3369.927
"Females","Population (hist&proj) 60-64, persons","2026",3395.804
"Females","Population (hist&proj) 60-64, persons","2027",3401.087
"Females","Population (hist&proj) 60-64, persons","2028",3377.616
"Females","Population (hist&proj) 60-64, persons","2029",3321.129
"Females","Population (hist&proj) 60-64, persons","2030",3235.03
"Females","Population (hist&proj) 60-64, persons","2031",3124.635
"Females","Population (hist&proj) 60-64, persons","2032",2987.094
"Females","Population (hist&proj) 60-64, persons","2033",2820.313
"Females","Population (hist&proj) 60-64, persons","2034",2652.764
"Females","Population (hist&proj) 60-64, persons","2035",2513.569
"Females","Population (hist&proj) 60-64, persons","2036",2408.692
"Females","Population (hist&proj) 60-64, persons","2037",2349.862
"Females","Population (hist&proj) 60-64, persons","2038",2341.954
"Females","Population (hist&proj) 60-64, persons","2039",2362.236
"Females","Population (hist&proj) 60-64, persons","2040",2402.933
"Females","Population (hist&proj) 60-64, persons","2041",2449.864
"Females","Population (hist&proj) 60-64, persons","2042",2483.638
"Females","Population (hist&proj) 60-64, persons","2043",2504.133
"Females","Population (hist&proj) 60-64, persons","2044",2509.443
"Females","Population (hist&proj) 60-64, persons","2045",2497.086
"Females","Population (hist&proj) 60-64, persons","2046",2483.192
"Females","Population (hist&proj) 60-64, persons","2047",2483.458
"Females","Population (hist&proj) 60-64, persons","2048",2500.133
"Females","Population (hist&proj) 60-64, persons","2049",2526.548
"Females","Population (hist&proj) 60-64, persons","2050",2553.103
"All persons","Population (hist&proj) 60-64, persons","1950",3338
"All persons","Population (hist&proj) 60-64, persons","1951",3404.576
"All persons","Population (hist&proj) 60-64, persons","1952",3451.348
"All persons","Population (hist&proj) 60-64, persons","1953",3496.77
"All persons","Population (hist&proj) 60-64, persons","1954",3553.608
"All persons","Population (hist&proj) 60-64, persons","1955",3621.31
"All persons","Population (hist&proj) 60-64, persons","1956",3693.446
"All persons","Population (hist&proj) 60-64, persons","1957",3792.687
"All persons","Population (hist&proj) 60-64, persons","1958",3924.884
"All persons","Population (hist&proj) 60-64, persons","1959",4055.259
"All persons","Population (hist&proj) 60-64, persons","1960",4191.49
"All persons","Population (hist&proj) 60-64, persons","1961",4331.088
"All persons","Population (hist&proj) 60-64, persons","1962",4473.304
"All persons","Population (hist&proj) 60-64, persons","1963",4583.256
"All persons","Population (hist&proj) 60-64, persons","1964",4662.879
"All persons","Population (hist&proj) 60-64, persons","1965",4730.898
"All persons","Population (hist&proj) 60-64, persons","1966",4770.304
"All persons","Population (hist&proj) 60-64, persons","1967",4788.212
"All persons","Population (hist&proj) 60-64, persons","1968",4809.844
"All persons","Population (hist&proj) 60-64, persons","1969",4828.126
"All persons","Population (hist&proj) 60-64, persons","1970",4808.262
"All persons","Population (hist&proj) 60-64, persons","1971",4756.309
"All persons","Population (hist&proj) 60-64, persons","1972",4709.592
"All persons","Population (hist&proj) 60-64, persons","1973",4663.051
"All persons","Population (hist&proj) 60-64, persons","1974",4582.646
"All persons","Population (hist&proj) 60-64, persons","1975",4397.616
"All persons","Population (hist&proj) 60-64, persons","1976",4057.255
"All persons","Population (hist&proj) 60-64, persons","1977",3609.749
"All persons","Population (hist&proj) 60-64, persons","1978",3146.551
"All persons","Population (hist&proj) 60-64, persons","1979",2845.636
"All persons","Population (hist&proj) 60-64, persons","1980",2887.251
"All persons","Population (hist&proj) 60-64, persons","1981",3207.95
"All persons","Population (hist&proj) 60-64, persons","1982",3599.776
"All persons","Population (hist&proj) 60-64, persons","1983",3950.945
